epoch,num_sampled,num_adversaries,sampled_ids,sampled_benign_ids,sampled_malicious_ids,mad_median_norm,mad_mad,mad_k,mad_safety_keep_used,mad_fallback_used,mad_pass_ids,mad_reject_ids,mad_effective_pass_ids,mad_effective_reject_ids,mad_pass_benign_ids,mad_pass_malicious_ids,mad_reject_benign_ids,mad_reject_malicious_ids,cluster_best_k,cluster_best_score,cluster_scores,cluster_selected_cluster,cluster_fallback_used,cluster_pass_ids,cluster_reject_ids,cluster_effective_pass_ids,cluster_effective_reject_ids,cluster_pass_benign_ids,cluster_pass_malicious_ids,cluster_reject_benign_ids,cluster_reject_malicious_ids,final_selected_ids,final_rejected_ids,final_selected_benign_ids,final_selected_malicious_ids,final_rejected_benign_ids,final_rejected_malicious_ids,final_selected_benign_count,final_selected_malicious_count,final_rejected_benign_count,final_rejected_malicious_count
516,10,5,"[4, 73, 14, 1, 74, 45, 29, 13, 6, 2]","[73, 14, 74, 45, 29, 13, 6]","[4, 1, 2]",1.0042968945121213,0.1933581029512999,2.0,0,0,"[4, 14, 1, 74, 45, 29, 13, 6, 2]",[73],"[4, 14, 1, 74, 45, 29, 13, 6, 2]",[73],"[14, 74, 45, 29, 13, 6]","[4, 1, 2]",[73],[],3,0.5492758750915527,"{""0"": 1.7388211488723755, ""1"": 5.176026344299316, ""2"": -1.0}",1,0,"[4, 14, 1, 74, 45, 13]","[73, 29, 6, 2]","[4, 14, 1, 74, 45, 13]","[73, 29, 6, 2]","[14, 74, 45, 13]","[4, 1]","[73, 29, 6]",[2],"[4, 14, 1, 74, 45, 13]","[73, 29, 6, 2]","[14, 74, 45, 13]","[4, 1]","[73, 29, 6]",[2],4,2,3,1
517,10,5,"[0, 59, 78, 85, 24, 97, 42, 9, 29, 51]","[59, 78, 85, 24, 97, 42, 9, 29, 51]",[0],0.8334157888294647,0.06428146033489684,2.0,0,0,"[0, 59, 85, 24, 97, 42, 29, 51]","[78, 9]","[0, 59, 85, 24, 97, 42, 29, 51]","[78, 9]","[59, 85, 24, 97, 42, 29, 51]",[0],"[78, 9]",[],2,0.430855929851532,"{""0"": 0.8184080719947815, ""1"": -1.0}",0,0,"[0, 59, 85, 24, 97, 29, 51]","[78, 42, 9]","[0, 59, 85, 24, 97, 29, 51]","[78, 42, 9]","[59, 85, 24, 97, 29, 51]",[0],"[78, 42, 9]",[],"[0, 59, 85, 24, 97, 29, 51]","[78, 42, 9]","[59, 85, 24, 97, 29, 51]",[0],"[78, 42, 9]",[],6,1,3,0
518,10,5,"[1, 20, 25, 70, 84, 3, 10, 28, 85, 58]","[20, 25, 70, 84, 10, 28, 85, 58]","[1, 3]",0.9878685247858966,0.10032444165647902,2.0,0,0,"[1, 20, 25, 84, 3, 10, 28, 58]","[70, 85]","[1, 20, 25, 84, 3, 10, 28, 58]","[70, 85]","[20, 25, 84, 10, 28, 58]","[1, 3]","[70, 85]",[],3,0.3392448425292969,"{""0"": 2.3572065830230713, ""1"": 1.7390391826629639, ""2"": 1.547370195388794}",0,0,"[1, 25, 84, 28]","[20, 70, 3, 10, 85, 58]","[1, 25, 84, 28]","[20, 70, 3, 10, 85, 58]","[25, 84, 28]",[1],"[20, 70, 10, 85, 58]",[3],"[1, 25, 84, 28]","[20, 70, 3, 10, 85, 58]","[25, 84, 28]",[1],"[20, 70, 10, 85, 58]",[3],3,1,5,1
519,10,5,"[0, 23, 4, 73, 84, 72, 12, 77, 40, 1]","[23, 73, 84, 72, 12, 77, 40]","[0, 4, 1]",0.8188702185184815,0.1061103577024442,2.0,0,0,"[23, 4, 73, 84, 72, 12, 77, 40, 1]",[0],"[23, 4, 73, 84, 72, 12, 77, 40, 1]",[0],"[23, 73, 84, 72, 12, 77, 40]","[4, 1]",[],[0],2,0.6511021256446838,"{""0"": 1.998816967010498, ""1"": -1.0}",0,0,"[23, 4, 84, 72, 12, 77, 40, 1]","[0, 73]","[23, 4, 84, 72, 12, 77, 40, 1]","[0, 73]","[23, 84, 72, 12, 77, 40]","[4, 1]",[73],[0],"[23, 4, 84, 72, 12, 77, 40, 1]","[0, 73]","[23, 84, 72, 12, 77, 40]","[4, 1]",[73],[0],6,2,1,1
520,10,5,"[0, 97, 36, 50, 79, 11, 91, 31, 52, 5]","[97, 36, 50, 79, 11, 91, 31, 52, 5]",[0],0.7730095081044781,0.20935118915668044,2.0,0,0,"[0, 36, 50, 79, 11, 91, 31, 52, 5]",[97],"[0, 36, 50, 79, 11, 91, 31, 52, 5]",[97],"[36, 50, 79, 11, 91, 31, 52, 5]",[0],[97],[],2,0.5018436908721924,"{""0"": 2.2799785137176514, ""1"": -1.0}",0,0,"[0, 36, 50, 79, 11, 91, 52, 5]","[97, 31]","[0, 36, 50, 79, 11, 91, 52, 5]","[97, 31]","[36, 50, 79, 11, 91, 52, 5]",[0],"[97, 31]",[],"[0, 36, 50, 79, 11, 91, 52, 5]","[97, 31]","[36, 50, 79, 11, 91, 52, 5]",[0],"[97, 31]",[],7,1,2,0
521,10,5,"[3, 64, 19, 63, 21, 5, 81, 96, 37, 47]","[64, 19, 63, 21, 5, 81, 96, 37, 47]",[3],0.8512357325279732,0.1287970253745459,2.0,0,0,"[3, 64, 19, 63, 21, 5, 81, 96, 37, 47]",[],"[3, 64, 19, 63, 21, 5, 81, 96, 37, 47]",[],"[64, 19, 63, 21, 5, 81, 96, 37, 47]",[3],[],[],2,0.39082732796669006,"{""0"": 0.653077244758606, ""1"": -1.0}",0,0,"[3, 64, 19, 63, 21, 5, 81, 96, 37]",[47],"[3, 64, 19, 63, 21, 5, 81, 96, 37]",[47],"[64, 19, 63, 21, 5, 81, 96, 37]",[3],[47],[],"[3, 64, 19, 63, 21, 5, 81, 96, 37]",[47],"[64, 19, 63, 21, 5, 81, 96, 37]",[3],[47],[],8,1,1,0
522,10,5,"[0, 90, 92, 74, 71, 1, 56, 95, 27, 89]","[90, 92, 74, 71, 56, 95, 27, 89]","[0, 1]",0.7626425192874007,0.0686740992822894,2.0,0,0,"[0, 90, 92, 74, 71, 1, 56, 95, 27, 89]",[],"[0, 90, 92, 74, 71, 1, 56, 95, 27, 89]",[],"[90, 92, 74, 71, 56, 95, 27, 89]","[0, 1]",[],[],3,0.5307806134223938,"{""0"": 3.615314245223999, ""1"": 1.9627964496612549, ""2"": -1.0}",0,0,"[90, 92, 74, 71, 1, 27, 89]","[0, 56, 95]","[90, 92, 74, 71, 1, 27, 89]","[0, 56, 95]","[90, 92, 74, 71, 27, 89]",[1],"[56, 95]",[0],"[90, 92, 74, 71, 1, 27, 89]","[0, 56, 95]","[90, 92, 74, 71, 27, 89]",[1],"[56, 95]",[0],6,1,2,1
523,10,5,"[2, 30, 31, 27, 47, 4, 15, 52, 91, 24]","[30, 31, 27, 47, 15, 52, 91, 24]","[2, 4]",0.7867923007701512,0.1443109204488261,2.0,0,0,"[2, 30, 31, 27, 47, 4, 15, 52, 91, 24]",[],"[2, 30, 31, 27, 47, 4, 15, 52, 91, 24]",[],"[30, 31, 27, 47, 15, 52, 91, 24]","[2, 4]",[],[],2,0.7457067370414734,"{""0"": 1.9434458017349243, ""1"": 5.940369606018066}",1,0,"[2, 30, 27, 4, 15, 52, 91, 24]","[31, 47]","[2, 30, 27, 4, 15, 52, 91, 24]","[31, 47]","[30, 27, 15, 52, 91, 24]","[2, 4]","[31, 47]",[],"[2, 30, 27, 4, 15, 52, 91, 24]","[31, 47]","[30, 27, 15, 52, 91, 24]","[2, 4]","[31, 47]",[],6,2,2,0
524,10,5,"[3, 17, 42, 9, 5, 40, 74, 35, 49, 16]","[17, 42, 9, 5, 40, 74, 35, 49, 16]",[3],0.7082064960059036,0.06644716455593913,2.0,0,0,"[3, 17, 42, 9, 5, 40, 74, 49]","[35, 16]","[3, 17, 42, 9, 5, 40, 74, 49]","[35, 16]","[17, 42, 9, 5, 40, 74, 49]",[3],"[35, 16]",[],2,0.6809837222099304,"{""0"": 3.9862289428710938, ""1"": -1.0}",0,0,"[3, 17, 9, 5, 40, 74, 49]","[42, 35, 16]","[3, 17, 9, 5, 40, 74, 49]","[42, 35, 16]","[17, 9, 5, 40, 74, 49]",[3],"[42, 35, 16]",[],"[3, 17, 9, 5, 40, 74, 49]","[42, 35, 16]","[17, 9, 5, 40, 74, 49]",[3],"[42, 35, 16]",[],6,1,3,0
525,10,5,"[3, 32, 5, 47, 86, 10, 94, 44, 13, 27]","[32, 5, 47, 86, 10, 94, 44, 13, 27]",[3],0.6751649330152147,0.11962036570323847,2.0,0,0,"[3, 32, 5, 86, 10, 94, 44, 13, 27]",[47],"[3, 32, 5, 86, 10, 94, 44, 13, 27]",[47],"[32, 5, 86, 10, 94, 44, 13, 27]",[3],[47],[],2,0.6532423496246338,"{""0"": 1.8853628635406494, ""1"": -1.0}",0,0,"[32, 5, 86, 10, 94, 44, 13, 27]","[3, 47]","[32, 5, 86, 10, 94, 44, 13, 27]","[3, 47]","[32, 5, 86, 10, 94, 44, 13, 27]",[],[47],[3],"[32, 5, 86, 10, 94, 44, 13, 27]","[3, 47]","[32, 5, 86, 10, 94, 44, 13, 27]",[],[47],[3],8,0,1,1
526,10,5,"[1, 85, 17, 4, 76, 51, 57, 26, 8, 20]","[85, 17, 76, 51, 57, 26, 8, 20]","[1, 4]",0.7449151016793334,0.17320078332804634,2.0,0,0,"[1, 85, 17, 76, 51, 57, 26, 8, 20]",[4],"[1, 85, 17, 76, 51, 57, 26, 8, 20]",[4],"[85, 17, 76, 51, 57, 26, 8, 20]",[1],[],[4],2,0.48014259338378906,"{""0"": 1.395774006843567, ""1"": 2.324737071990967}",1,0,"[1, 85, 17, 76, 51, 57, 8]","[4, 26, 20]","[1, 85, 17, 76, 51, 57, 8]","[4, 26, 20]","[85, 17, 76, 51, 57, 8]",[1],"[26, 20]",[4],"[1, 85, 17, 76, 51, 57, 8]","[4, 26, 20]","[85, 17, 76, 51, 57, 8]",[1],"[26, 20]",[4],6,1,2,1
527,10,5,"[2, 0, 62, 40, 12, 82, 26, 44, 73, 81]","[62, 40, 12, 82, 26, 44, 73, 81]","[2, 0]",0.8028545610180109,0.07108982670566488,2.0,0,0,"[2, 62, 40, 12, 82, 44, 73, 81]","[0, 26]","[2, 62, 40, 12, 82, 44, 73, 81]","[0, 26]","[62, 40, 12, 82, 44, 73, 81]",[2],[26],[0],2,0.5066663026809692,"{""0"": 1.9579075574874878, ""1"": -1.0}",0,0,"[62, 40, 12, 82, 44, 73, 81]","[2, 0, 26]","[62, 40, 12, 82, 44, 73, 81]","[2, 0, 26]","[62, 40, 12, 82, 44, 73, 81]",[],[26],"[2, 0]","[62, 40, 12, 82, 44, 73, 81]","[2, 0, 26]","[62, 40, 12, 82, 44, 73, 81]",[],[26],"[2, 0]",7,0,1,2
528,10,5,"[3, 54, 44, 31, 73, 7, 29, 50, 85, 67]","[54, 44, 31, 73, 7, 29, 50, 85, 67]",[3],0.9200762104981539,0.21687740492214702,2.0,0,0,"[3, 54, 44, 31, 73, 7, 29, 50, 85, 67]",[],"[3, 54, 44, 31, 73, 7, 29, 50, 85, 67]",[],"[54, 44, 31, 73, 7, 29, 50, 85, 67]",[3],[],[],2,0.4640464782714844,"{""0"": 1.0959429740905762, ""1"": -1.0}",0,0,"[3, 54, 44, 73, 7, 29, 50, 85, 67]",[31],"[3, 54, 44, 73, 7, 29, 50, 85, 67]",[31],"[54, 44, 73, 7, 29, 50, 85, 67]",[3],[31],[],"[3, 54, 44, 73, 7, 29, 50, 85, 67]",[31],"[54, 44, 73, 7, 29, 50, 85, 67]",[3],[31],[],8,1,1,0
529,10,5,"[2, 62, 36, 26, 29, 78, 13, 76, 41, 65]","[62, 36, 26, 29, 78, 13, 76, 41, 65]",[2],0.6905289811964992,0.14968043660105265,2.0,0,0,"[2, 62, 36, 29, 78, 13, 76, 41, 65]",[26],"[2, 62, 36, 29, 78, 13, 76, 41, 65]",[26],"[62, 36, 29, 78, 13, 76, 41, 65]",[2],[26],[],2,0.5519867539405823,"{""0"": 4.352178573608398, ""1"": -1.0}",0,0,"[2, 36, 29, 78, 13, 76, 41, 65]","[62, 26]","[2, 36, 29, 78, 13, 76, 41, 65]","[62, 26]","[36, 29, 78, 13, 76, 41, 65]",[2],"[62, 26]",[],"[2, 36, 29, 78, 13, 76, 41, 65]","[62, 26]","[36, 29, 78, 13, 76, 41, 65]",[2],"[62, 26]",[],7,1,2,0
530,10,5,"[0, 90, 2, 4, 71, 39, 14, 51, 19, 88]","[90, 71, 39, 14, 51, 19, 88]","[0, 2, 4]",0.6784528482481087,0.1220866452119484,2.0,0,0,"[0, 90, 2, 4, 71, 39, 14, 51]","[19, 88]","[0, 90, 2, 4, 71, 39, 14, 51]","[19, 88]","[90, 71, 39, 14, 51]","[0, 2, 4]","[19, 88]",[],3,0.37128084897994995,"{""0"": 5.452642917633057, ""1"": -1.0, ""2"": -1.0}",0,0,"[90, 4, 71, 39, 14, 51]","[0, 2, 19, 88]","[90, 4, 71, 39, 14, 51]","[0, 2, 19, 88]","[90, 71, 39, 14, 51]",[4],"[19, 88]","[0, 2]","[90, 4, 71, 39, 14, 51]","[0, 2, 19, 88]","[90, 71, 39, 14, 51]",[4],"[19, 88]","[0, 2]",5,1,2,2
531,10,5,"[3, 63, 47, 6, 12, 92, 40, 56, 67, 31]","[63, 47, 6, 12, 92, 40, 56, 67, 31]",[3],0.7512394620982739,0.18442443176655499,2.0,0,0,"[3, 63, 47, 6, 12, 92, 40, 56, 67, 31]",[],"[3, 63, 47, 6, 12, 92, 40, 56, 67, 31]",[],"[63, 47, 6, 12, 92, 40, 56, 67, 31]",[3],[],[],2,0.2668980062007904,"{""0"": 2.255401849746704, ""1"": 3.376737117767334}",1,0,"[63, 6, 12, 40, 56]","[3, 47, 92, 67, 31]","[63, 6, 12, 40, 56]","[3, 47, 92, 67, 31]","[63, 6, 12, 40, 56]",[],"[47, 92, 67, 31]",[3],"[63, 6, 12, 40, 56]","[3, 47, 92, 67, 31]","[63, 6, 12, 40, 56]",[],"[47, 92, 67, 31]",[3],5,0,4,1
532,10,5,"[0, 35, 51, 47, 1, 3, 29, 74, 33, 99]","[35, 51, 47, 29, 74, 33, 99]","[0, 1, 3]",0.7603351661059945,0.10432471567664836,2.0,0,0,"[35, 51, 1, 3, 29, 74, 33, 99]","[0, 47]","[35, 51, 1, 3, 29, 74, 33, 99]","[0, 47]","[35, 51, 29, 74, 33, 99]","[1, 3]",[47],[0],2,0.528571367263794,"{""0"": 1.463438868522644, ""1"": -1.0}",0,0,"[35, 51, 1, 29, 74, 33, 99]","[0, 47, 3]","[35, 51, 1, 29, 74, 33, 99]","[0, 47, 3]","[35, 51, 29, 74, 33, 99]",[1],[47],"[0, 3]","[35, 51, 1, 29, 74, 33, 99]","[0, 47, 3]","[35, 51, 29, 74, 33, 99]",[1],[47],"[0, 3]",6,1,1,2
533,10,5,"[2, 47, 66, 92, 87, 93, 38, 50, 96, 37]","[47, 66, 92, 87, 93, 38, 50, 96, 37]",[2],0.9555345573809932,0.08780438562466314,2.0,0,0,"[2, 66, 92, 87, 93, 38, 50, 96, 37]",[47],"[2, 66, 92, 87, 93, 38, 50, 96, 37]",[47],"[66, 92, 87, 93, 38, 50, 96, 37]",[2],[47],[],4,0.37574857473373413,"{""0"": 3.4046242237091064, ""1"": 1.5142751932144165, ""2"": 1.86372709274292, ""3"": -1.0}",0,0,"[87, 93, 38, 37]","[2, 47, 66, 92, 50, 96]","[87, 93, 38, 37]","[2, 47, 66, 92, 50, 96]","[87, 93, 38, 37]",[],"[47, 66, 92, 50, 96]",[2],"[87, 93, 38, 37]","[2, 47, 66, 92, 50, 96]","[87, 93, 38, 37]",[],"[47, 66, 92, 50, 96]",[2],4,0,5,1
534,10,5,"[1, 8, 13, 65, 14, 98, 83, 77, 3, 18]","[8, 13, 65, 14, 98, 83, 77, 18]","[1, 3]",0.6713899903339109,0.04355018718545761,2.0,0,0,"[1, 8, 13, 65, 14, 98, 83, 77, 3]",[18],"[1, 8, 13, 65, 14, 98, 83, 77, 3]",[18],"[8, 13, 65, 14, 98, 83, 77]","[1, 3]",[18],[],2,0.4437442421913147,"{""0"": 2.2349071502685547, ""1"": -1.0}",0,0,"[1, 13, 65, 14, 98, 83, 77, 3]","[8, 18]","[1, 13, 65, 14, 98, 83, 77, 3]","[8, 18]","[13, 65, 14, 98, 83, 77]","[1, 3]","[8, 18]",[],"[1, 13, 65, 14, 98, 83, 77, 3]","[8, 18]","[13, 65, 14, 98, 83, 77]","[1, 3]","[8, 18]",[],6,2,2,0
535,10,5,"[1, 22, 0, 13, 49, 45, 14, 77, 67, 71]","[22, 13, 49, 45, 14, 77, 67, 71]","[1, 0]",0.7133072035613037,0.138906180011307,2.0,0,0,"[1, 22, 0, 13, 49, 45, 14, 77, 67, 71]",[],"[1, 22, 0, 13, 49, 45, 14, 77, 67, 71]",[],"[22, 13, 49, 45, 14, 77, 67, 71]","[1, 0]",[],[],2,0.5864184498786926,"{""0"": 1.5336194038391113, ""1"": -1.0}",0,0,"[1, 22, 13, 49, 45, 14, 77, 67, 71]",[0],"[1, 22, 13, 49, 45, 14, 77, 67, 71]",[0],"[22, 13, 49, 45, 14, 77, 67, 71]",[1],[],[0],"[1, 22, 13, 49, 45, 14, 77, 67, 71]",[0],"[22, 13, 49, 45, 14, 77, 67, 71]",[1],[],[0],8,1,0,1
536,10,5,"[4, 0, 52, 96, 2, 77, 15, 63, 99, 45]","[52, 96, 77, 15, 63, 99, 45]","[4, 0, 2]",0.9788274963273977,0.10630546538700486,2.0,0,0,"[4, 0, 52, 96, 2, 77, 15, 63, 99, 45]",[],"[4, 0, 52, 96, 2, 77, 15, 63, 99, 45]",[],"[52, 96, 77, 15, 63, 99, 45]","[4, 0, 2]",[],[],2,0.6112467050552368,"{""0"": 1.9115943908691406, ""1"": -1.0}",0,0,"[0, 52, 96, 2, 77, 15, 63, 99, 45]",[4],"[0, 52, 96, 2, 77, 15, 63, 99, 45]",[4],"[52, 96, 77, 15, 63, 99, 45]","[0, 2]",[],[4],"[0, 52, 96, 2, 77, 15, 63, 99, 45]",[4],"[52, 96, 77, 15, 63, 99, 45]","[0, 2]",[],[4],7,2,0,1
537,10,5,"[0, 59, 44, 16, 96, 75, 21, 50, 60, 61]","[59, 44, 16, 96, 75, 21, 50, 60, 61]",[0],0.6464223860789862,0.13930489248781433,2.0,0,0,"[0, 59, 44, 16, 96, 75, 21, 50, 61]",[60],"[0, 59, 44, 16, 96, 75, 21, 50, 61]",[60],"[59, 44, 16, 96, 75, 21, 50, 61]",[0],[60],[],2,0.32833147048950195,"{""0"": 2.667660713195801, ""1"": 1.4278088808059692}",0,0,"[59, 16, 96, 75, 21, 50, 61]","[0, 44, 60]","[59, 16, 96, 75, 21, 50, 61]","[0, 44, 60]","[59, 16, 96, 75, 21, 50, 61]",[],"[44, 60]",[0],"[59, 16, 96, 75, 21, 50, 61]","[0, 44, 60]","[59, 16, 96, 75, 21, 50, 61]",[],"[44, 60]",[0],7,0,2,1
538,10,5,"[2, 3, 36, 52, 13, 51, 83, 21, 85, 19]","[36, 52, 13, 51, 83, 21, 85, 19]","[2, 3]",0.6895218428307819,0.09172510999464661,2.0,0,0,"[2, 3, 36, 52, 13, 51, 83, 21, 85, 19]",[],"[2, 3, 36, 52, 13, 51, 83, 21, 85, 19]",[],"[36, 52, 13, 51, 83, 21, 85, 19]","[2, 3]",[],[],5,0.38124674558639526,"{""0"": 1.7070448398590088, ""1"": 2.09551739692688, ""2"": -1.0, ""3"": 1.992729902267456, ""4"": 1.9756911993026733}",1,0,"[13, 83, 85]","[2, 3, 36, 52, 51, 21, 19]","[13, 83, 85]","[2, 3, 36, 52, 51, 21, 19]","[13, 83, 85]",[],"[36, 52, 51, 21, 19]","[2, 3]","[13, 83, 85]","[2, 3, 36, 52, 51, 21, 19]","[13, 83, 85]",[],"[36, 52, 51, 21, 19]","[2, 3]",3,0,5,2
539,10,5,"[4, 81, 37, 26, 94, 78, 87, 56, 45, 55]","[81, 37, 26, 94, 78, 87, 56, 45, 55]",[4],0.9166676564182494,0.1274831789271646,2.0,0,0,"[4, 81, 37, 26, 94, 78, 87, 56, 45, 55]",[],"[4, 81, 37, 26, 94, 78, 87, 56, 45, 55]",[],"[81, 37, 26, 94, 78, 87, 56, 45, 55]",[4],[],[],3,0.39282503724098206,"{""0"": 1.872712254524231, ""1"": 2.7636446952819824, ""2"": -1.0}",1,0,"[4, 94, 78, 87, 45, 55]","[81, 37, 26, 56]","[4, 94, 78, 87, 45, 55]","[81, 37, 26, 56]","[94, 78, 87, 45, 55]",[4],"[81, 37, 26, 56]",[],"[4, 94, 78, 87, 45, 55]","[81, 37, 26, 56]","[94, 78, 87, 45, 55]",[4],"[81, 37, 26, 56]",[],5,1,4,0
540,10,5,"[4, 96, 82, 72, 98, 64, 22, 1, 19, 0]","[96, 82, 72, 98, 64, 22, 19]","[4, 1, 0]",0.694927597157077,0.10010876737242808,2.0,0,0,"[4, 96, 82, 72, 64, 22, 1, 19, 0]",[98],"[4, 96, 82, 72, 64, 22, 1, 19, 0]",[98],"[96, 82, 72, 64, 22, 19]","[4, 1, 0]",[98],[],2,0.4764672517776489,"{""0"": 0.3818304240703583, ""1"": -1.0}",0,0,"[4, 82, 72, 64, 22, 1, 19, 0]","[96, 98]","[4, 82, 72, 64, 22, 1, 19, 0]","[96, 98]","[82, 72, 64, 22, 19]","[4, 1, 0]","[96, 98]",[],"[4, 82, 72, 64, 22, 1, 19, 0]","[96, 98]","[82, 72, 64, 22, 19]","[4, 1, 0]","[96, 98]",[],5,3,2,0
541,10,5,"[2, 72, 63, 11, 4, 30, 50, 87, 44, 37]","[72, 63, 11, 30, 50, 87, 44, 37]","[2, 4]",0.929932120979581,0.04223931165754613,2.0,0,0,"[2, 72, 63, 50, 87, 44]","[11, 4, 30, 37]","[2, 72, 63, 50, 87, 44]","[11, 4, 30, 37]","[72, 63, 50, 87, 44]",[2],"[11, 30, 37]",[4],2,0.5747788548469543,"{""0"": 1.827631950378418, ""1"": -1.0}",0,0,"[72, 63, 50, 87, 44]","[2, 11, 4, 30, 37]","[72, 63, 50, 87, 44]","[2, 11, 4, 30, 37]","[72, 63, 50, 87, 44]",[],"[11, 30, 37]","[2, 4]","[72, 63, 50, 87, 44]","[2, 11, 4, 30, 37]","[72, 63, 50, 87, 44]",[],"[11, 30, 37]","[2, 4]",5,0,3,2
542,10,5,"[3, 49, 97, 38, 12, 33, 19, 93, 91, 96]","[49, 97, 38, 12, 33, 19, 93, 91, 96]",[3],0.8078699169299188,0.15704252931335083,2.0,0,0,"[3, 49, 97, 38, 12, 33, 19, 93, 91, 96]",[],"[3, 49, 97, 38, 12, 33, 19, 93, 91, 96]",[],"[49, 97, 38, 12, 33, 19, 93, 91, 96]",[3],[],[],2,0.5151097178459167,"{""0"": 2.336066484451294, ""1"": -1.0}",0,0,"[3, 49, 97, 38, 12, 33, 93, 91, 96]",[19],"[3, 49, 97, 38, 12, 33, 93, 91, 96]",[19],"[49, 97, 38, 12, 33, 93, 91, 96]",[3],[19],[],"[3, 49, 97, 38, 12, 33, 93, 91, 96]",[19],"[49, 97, 38, 12, 33, 93, 91, 96]",[3],[19],[],8,1,1,0
543,10,5,"[3, 15, 88, 75, 57, 38, 44, 28, 9, 47]","[15, 88, 75, 57, 38, 44, 28, 9, 47]",[3],0.8642449488631212,0.17138661844031633,2.0,0,0,"[3, 15, 75, 57, 38, 44, 28, 9, 47]",[88],"[3, 15, 75, 57, 38, 44, 28, 9, 47]",[88],"[15, 75, 57, 38, 44, 28, 9, 47]",[3],[88],[],2,0.5071067810058594,"{""0"": 4.945408821105957, ""1"": -1.0}",0,0,"[3, 15, 75, 57, 38, 44, 28, 9]","[88, 47]","[3, 15, 75, 57, 38, 44, 28, 9]","[88, 47]","[15, 75, 57, 38, 44, 28, 9]",[3],"[88, 47]",[],"[3, 15, 75, 57, 38, 44, 28, 9]","[88, 47]","[15, 75, 57, 38, 44, 28, 9]",[3],"[88, 47]",[],7,1,2,0
544,10,5,"[4, 48, 46, 1, 72, 7, 19, 81, 80, 2]","[48, 46, 72, 7, 19, 81, 80]","[4, 1, 2]",0.8055750321437725,0.12250682502104915,2.0,0,0,"[4, 48, 46, 1, 72, 7, 19, 81, 80, 2]",[],"[4, 48, 46, 1, 72, 7, 19, 81, 80, 2]",[],"[48, 46, 72, 7, 19, 81, 80]","[4, 1, 2]",[],[],2,0.59743732213974,"{""0"": 2.8523268699645996, ""1"": -1.0}",0,0,"[4, 46, 1, 72, 7, 19, 81, 80, 2]",[48],"[4, 46, 1, 72, 7, 19, 81, 80, 2]",[48],"[46, 72, 7, 19, 81, 80]","[4, 1, 2]",[48],[],"[4, 46, 1, 72, 7, 19, 81, 80, 2]",[48],"[46, 72, 7, 19, 81, 80]","[4, 1, 2]",[48],[],6,3,1,0
545,10,5,"[3, 93, 75, 45, 40, 61, 26, 41, 55, 33]","[93, 75, 45, 40, 61, 26, 41, 55, 33]",[3],0.6427271025528136,0.08751633005311482,2.0,0,0,"[3, 93, 75, 45, 40, 61, 26, 55, 33]",[41],"[3, 93, 75, 45, 40, 61, 26, 55, 33]",[41],"[93, 75, 45, 40, 61, 26, 55, 33]",[3],[41],[],2,0.48996931314468384,"{""0"": 1.511493444442749, ""1"": -1.0}",0,0,"[3, 93, 75, 45, 61, 26, 55, 33]","[40, 41]","[3, 93, 75, 45, 61, 26, 55, 33]","[40, 41]","[93, 75, 45, 61, 26, 55, 33]",[3],"[40, 41]",[],"[3, 93, 75, 45, 61, 26, 55, 33]","[40, 41]","[93, 75, 45, 61, 26, 55, 33]",[3],"[40, 41]",[],7,1,2,0
546,10,5,"[1, 58, 89, 18, 76, 33, 27, 53, 81, 12]","[58, 89, 18, 76, 33, 27, 53, 81, 12]",[1],0.6507328668099308,0.1312614570445541,2.0,0,0,"[1, 58, 89, 18, 76, 33, 27, 53, 81, 12]",[],"[1, 58, 89, 18, 76, 33, 27, 53, 81, 12]",[],"[58, 89, 18, 76, 33, 27, 53, 81, 12]",[1],[],[],2,0.5578300952911377,"{""0"": 1.4081039428710938, ""1"": -1.0}",0,0,"[1, 89, 18, 76, 33, 27, 53, 81, 12]",[58],"[1, 89, 18, 76, 33, 27, 53, 81, 12]",[58],"[89, 18, 76, 33, 27, 53, 81, 12]",[1],[58],[],"[1, 89, 18, 76, 33, 27, 53, 81, 12]",[58],"[89, 18, 76, 33, 27, 53, 81, 12]",[1],[58],[],8,1,1,0
547,10,5,"[0, 79, 4, 73, 67, 21, 34, 42, 8, 83]","[79, 73, 67, 21, 34, 42, 8, 83]","[0, 4]",0.767790315034091,0.2173501651503486,2.0,0,0,"[0, 79, 4, 73, 67, 21, 34, 42, 8, 83]",[],"[0, 79, 4, 73, 67, 21, 34, 42, 8, 83]",[],"[79, 73, 67, 21, 34, 42, 8, 83]","[0, 4]",[],[],2,0.5518280267715454,"{""0"": 2.3448541164398193, ""1"": -1.0}",0,0,"[0, 79, 4, 67, 21, 34, 42, 8, 83]",[73],"[0, 79, 4, 67, 21, 34, 42, 8, 83]",[73],"[79, 67, 21, 34, 42, 8, 83]","[0, 4]",[73],[],"[0, 79, 4, 67, 21, 34, 42, 8, 83]",[73],"[79, 67, 21, 34, 42, 8, 83]","[0, 4]",[73],[],7,2,1,0
