epoch,num_sampled,num_adversaries,sampled_ids,sampled_benign_ids,sampled_malicious_ids,mad_median_norm,mad_mad,mad_k,mad_safety_keep_used,mad_fallback_used,mad_pass_ids,mad_reject_ids,mad_effective_pass_ids,mad_effective_reject_ids,mad_pass_benign_ids,mad_pass_malicious_ids,mad_reject_benign_ids,mad_reject_malicious_ids,cluster_best_k,cluster_best_score,cluster_scores,cluster_selected_cluster,cluster_fallback_used,cluster_pass_ids,cluster_reject_ids,cluster_effective_pass_ids,cluster_effective_reject_ids,cluster_pass_benign_ids,cluster_pass_malicious_ids,cluster_reject_benign_ids,cluster_reject_malicious_ids,final_selected_ids,final_rejected_ids,final_selected_benign_ids,final_selected_malicious_ids,final_rejected_benign_ids,final_rejected_malicious_ids,final_selected_benign_count,final_selected_malicious_count,final_rejected_benign_count,final_rejected_malicious_count
183,10,5,"[2, 54, 62, 36, 1, 73, 23, 7, 15, 94]","[54, 62, 36, 73, 23, 7, 15, 94]","[2, 1]",0.7677714380335561,0.10955199623821316,2.0,0,0,"[2, 62, 36, 1, 73, 23, 7, 15, 94]",[54],"[2, 62, 36, 1, 73, 23, 7, 15, 94]",[54],"[62, 36, 73, 23, 7, 15, 94]","[2, 1]",[54],[],2,0.5312443971633911,"{""0"": 2.6470961570739746, ""1"": -1.0}",0,0,"[2, 62, 36, 1, 23, 7, 15, 94]","[54, 73]","[2, 62, 36, 1, 23, 7, 15, 94]","[54, 73]","[62, 36, 23, 7, 15, 94]","[2, 1]","[54, 73]",[],"[2, 62, 36, 1, 23, 7, 15, 94]","[54, 73]","[62, 36, 23, 7, 15, 94]","[2, 1]","[54, 73]",[],6,2,2,0
184,10,5,"[3, 83, 64, 41, 77, 95, 87, 32, 5, 4]","[83, 64, 41, 77, 95, 87, 32, 5]","[3, 4]",0.6919002490960239,0.10725528517110805,2.0,0,0,"[3, 83, 64, 41, 77, 87, 5, 4]","[95, 32]","[3, 83, 64, 41, 77, 87, 5, 4]","[95, 32]","[83, 64, 41, 77, 87, 5]","[3, 4]","[95, 32]",[],2,0.668205976486206,"{""0"": 4.809698104858398, ""1"": -1.0}",0,0,"[3, 83, 64, 77, 87, 5, 4]","[41, 95, 32]","[3, 83, 64, 77, 87, 5, 4]","[41, 95, 32]","[83, 64, 77, 87, 5]","[3, 4]","[41, 95, 32]",[],"[3, 83, 64, 77, 87, 5, 4]","[41, 95, 32]","[83, 64, 77, 87, 5]","[3, 4]","[41, 95, 32]",[],5,2,3,0
185,10,5,"[0, 29, 33, 81, 11, 39, 5, 45, 95, 69]","[29, 33, 81, 11, 39, 5, 45, 95, 69]",[0],0.8936074720065833,0.07145198082609922,2.0,0,0,"[29, 33, 81, 11, 39, 95, 69]","[0, 5, 45]","[29, 33, 81, 11, 39, 95, 69]","[0, 5, 45]","[29, 33, 81, 11, 39, 95, 69]",[],"[5, 45]",[0],3,0.3331022262573242,"{""0"": 1.3507167100906372, ""1"": 2.4431850910186768, ""2"": -1.0}",1,0,"[29, 33, 11, 39]","[0, 81, 5, 45, 95, 69]","[29, 33, 11, 39]","[0, 81, 5, 45, 95, 69]","[29, 33, 11, 39]",[],"[81, 5, 45, 95, 69]",[0],"[29, 33, 11, 39]","[0, 81, 5, 45, 95, 69]","[29, 33, 11, 39]",[],"[81, 5, 45, 95, 69]",[0],4,0,5,1
186,10,5,"[0, 50, 81, 62, 3, 74, 10, 33, 35, 56]","[50, 81, 62, 74, 10, 33, 35, 56]","[0, 3]",0.7432190912685943,0.10661349124339259,2.0,0,0,"[50, 81, 62, 3, 10, 33, 35, 56]","[0, 74]","[50, 81, 62, 3, 10, 33, 35, 56]","[0, 74]","[50, 81, 62, 10, 33, 35, 56]",[3],[74],[0],2,0.5500013828277588,"{""0"": 2.286416530609131, ""1"": -1.0}",0,0,"[50, 81, 62, 3, 33, 35, 56]","[0, 74, 10]","[50, 81, 62, 3, 33, 35, 56]","[0, 74, 10]","[50, 81, 62, 33, 35, 56]",[3],"[74, 10]",[0],"[50, 81, 62, 3, 33, 35, 56]","[0, 74, 10]","[50, 81, 62, 33, 35, 56]",[3],"[74, 10]",[0],6,1,2,1
187,10,5,"[2, 40, 67, 33, 0, 7, 1, 6, 38, 5]","[40, 67, 33, 7, 6, 38, 5]","[2, 0, 1]",0.7274573676757821,0.1486821116523182,2.0,0,0,"[2, 40, 67, 33, 7, 1, 6, 38, 5]",[0],"[2, 40, 67, 33, 7, 1, 6, 38, 5]",[0],"[40, 67, 33, 7, 6, 38, 5]","[2, 1]",[],[0],2,0.5202028751373291,"{""0"": 1.8942968845367432, ""1"": -1.0}",0,0,"[40, 67, 33, 7, 1, 6, 38, 5]","[2, 0]","[40, 67, 33, 7, 1, 6, 38, 5]","[2, 0]","[40, 67, 33, 7, 6, 38, 5]",[1],[],"[2, 0]","[40, 67, 33, 7, 1, 6, 38, 5]","[2, 0]","[40, 67, 33, 7, 6, 38, 5]",[1],[],"[2, 0]",7,1,0,2
188,10,5,"[0, 38, 92, 53, 33, 46, 80, 60, 50, 68]","[38, 92, 53, 33, 46, 80, 60, 50, 68]",[0],0.7026910001316653,0.13744874021039888,2.0,0,0,"[0, 38, 92, 53, 33, 46, 80, 60, 50, 68]",[],"[0, 38, 92, 53, 33, 46, 80, 60, 50, 68]",[],"[38, 92, 53, 33, 46, 80, 60, 50, 68]",[0],[],[],2,0.5734707117080688,"{""0"": 2.6564431190490723, ""1"": -1.0}",0,0,"[38, 92, 53, 33, 46, 80, 60, 50, 68]",[0],"[38, 92, 53, 33, 46, 80, 60, 50, 68]",[0],"[38, 92, 53, 33, 46, 80, 60, 50, 68]",[],[],[0],"[38, 92, 53, 33, 46, 80, 60, 50, 68]",[0],"[38, 92, 53, 33, 46, 80, 60, 50, 68]",[],[],[0],9,0,0,1
189,10,5,"[1, 38, 94, 69, 57, 45, 22, 47, 53, 3]","[38, 94, 69, 57, 45, 22, 47, 53]","[1, 3]",0.6522035612361046,0.060405401166189476,2.0,0,0,"[1, 38, 94, 69, 57, 45, 22, 53, 3]",[47],"[1, 38, 94, 69, 57, 45, 22, 53, 3]",[47],"[38, 94, 69, 57, 45, 22, 53]","[1, 3]",[47],[],2,0.576863706111908,"{""0"": 2.3493807315826416, ""1"": -1.0}",0,0,"[1, 38, 94, 57, 45, 22, 53, 3]","[69, 47]","[1, 38, 94, 57, 45, 22, 53, 3]","[69, 47]","[38, 94, 57, 45, 22, 53]","[1, 3]","[69, 47]",[],"[1, 38, 94, 57, 45, 22, 53, 3]","[69, 47]","[38, 94, 57, 45, 22, 53]","[1, 3]","[69, 47]",[],6,2,2,0
190,10,5,"[2, 71, 75, 78, 19, 37, 51, 55, 18, 41]","[71, 75, 78, 19, 37, 51, 55, 18, 41]",[2],0.7024024517742089,0.1870506522514766,2.0,0,0,"[2, 71, 75, 78, 19, 37, 51, 55, 18, 41]",[],"[2, 71, 75, 78, 19, 37, 51, 55, 18, 41]",[],"[71, 75, 78, 19, 37, 51, 55, 18, 41]",[2],[],[],2,0.5656958222389221,"{""0"": 2.4644503593444824, ""1"": 1.9324555397033691}",0,0,"[71, 75, 78, 19, 37, 51, 55, 18]","[2, 41]","[71, 75, 78, 19, 37, 51, 55, 18]","[2, 41]","[71, 75, 78, 19, 37, 51, 55, 18]",[],[41],[2],"[71, 75, 78, 19, 37, 51, 55, 18]","[2, 41]","[71, 75, 78, 19, 37, 51, 55, 18]",[],[41],[2],8,0,1,1
191,10,5,"[3, 55, 8, 11, 25, 68, 6, 90, 61, 78]","[55, 8, 11, 25, 68, 6, 90, 61, 78]",[3],0.7889073194734584,0.07847202186095537,2.0,0,0,"[3, 55, 8, 11, 25, 68, 6, 90, 61, 78]",[],"[3, 55, 8, 11, 25, 68, 6, 90, 61, 78]",[],"[55, 8, 11, 25, 68, 6, 90, 61, 78]",[3],[],[],2,0.7602060437202454,"{""0"": 3.13811993598938, ""1"": -1.0}",0,0,"[3, 55, 11, 25, 68, 6, 90, 61, 78]",[8],"[3, 55, 11, 25, 68, 6, 90, 61, 78]",[8],"[55, 11, 25, 68, 6, 90, 61, 78]",[3],[8],[],"[3, 55, 11, 25, 68, 6, 90, 61, 78]",[8],"[55, 11, 25, 68, 6, 90, 61, 78]",[3],[8],[],8,1,1,0
192,10,5,"[2, 95, 11, 12, 65, 15, 22, 86, 14, 50]","[95, 11, 12, 65, 15, 22, 86, 14, 50]",[2],0.559564277521535,0.056373871593304314,2.0,0,0,"[11, 12, 65, 15, 22, 86, 14, 50]","[2, 95]","[11, 12, 65, 15, 22, 86, 14, 50]","[2, 95]","[11, 12, 65, 15, 22, 86, 14, 50]",[],[95],[2],2,0.4435049593448639,"{""0"": 2.215344190597534, ""1"": -1.0}",0,0,"[11, 12, 65, 15, 22, 86, 14]","[2, 95, 50]","[11, 12, 65, 15, 22, 86, 14]","[2, 95, 50]","[11, 12, 65, 15, 22, 86, 14]",[],"[95, 50]",[2],"[11, 12, 65, 15, 22, 86, 14]","[2, 95, 50]","[11, 12, 65, 15, 22, 86, 14]",[],"[95, 50]",[2],7,0,2,1
193,10,5,"[2, 23, 88, 85, 48, 8, 72, 87, 16, 73]","[23, 88, 85, 48, 8, 72, 87, 16, 73]",[2],0.7372019223400665,0.11243230777779739,2.0,0,0,"[2, 23, 85, 8, 72, 87, 16, 73]","[88, 48]","[2, 23, 85, 8, 72, 87, 16, 73]","[88, 48]","[23, 85, 8, 72, 87, 16, 73]",[2],"[88, 48]",[],2,0.5865923166275024,"{""0"": 4.368162155151367, ""1"": -1.0}",0,0,"[2, 23, 85, 8, 72, 87, 16]","[88, 48, 73]","[2, 23, 85, 8, 72, 87, 16]","[88, 48, 73]","[23, 85, 8, 72, 87, 16]",[2],"[88, 48, 73]",[],"[2, 23, 85, 8, 72, 87, 16]","[88, 48, 73]","[23, 85, 8, 72, 87, 16]",[2],"[88, 48, 73]",[],6,1,3,0
194,10,5,"[2, 78, 3, 40, 31, 14, 44, 57, 10, 64]","[78, 40, 31, 14, 44, 57, 10, 64]","[2, 3]",0.8752400586412243,0.15046580064758713,2.0,0,0,"[2, 78, 3, 40, 31, 14, 44, 57, 10, 64]",[],"[2, 78, 3, 40, 31, 14, 44, 57, 10, 64]",[],"[78, 40, 31, 14, 44, 57, 10, 64]","[2, 3]",[],[],2,0.572391927242279,"{""0"": 2.024672269821167, ""1"": -1.0}",0,0,"[2, 78, 3, 40, 14, 44, 57, 10, 64]",[31],"[2, 78, 3, 40, 14, 44, 57, 10, 64]",[31],"[78, 40, 14, 44, 57, 10, 64]","[2, 3]",[31],[],"[2, 78, 3, 40, 14, 44, 57, 10, 64]",[31],"[78, 40, 14, 44, 57, 10, 64]","[2, 3]",[31],[],7,2,1,0
195,10,5,"[2, 10, 81, 56, 88, 36, 62, 99, 93, 85]","[10, 81, 56, 88, 36, 62, 99, 93, 85]",[2],0.8094435450776695,0.07978528284897884,2.0,0,0,"[2, 10, 81, 56, 36, 62, 99, 93, 85]",[88],"[2, 10, 81, 56, 36, 62, 99, 93, 85]",[88],"[10, 81, 56, 36, 62, 99, 93, 85]",[2],[88],[],2,0.470581591129303,"{""0"": 3.983196258544922, ""1"": -1.0}",0,0,"[2, 81, 56, 36, 62, 99, 93, 85]","[10, 88]","[2, 81, 56, 36, 62, 99, 93, 85]","[10, 88]","[81, 56, 36, 62, 99, 93, 85]",[2],"[10, 88]",[],"[2, 81, 56, 36, 62, 99, 93, 85]","[10, 88]","[81, 56, 36, 62, 99, 93, 85]",[2],"[10, 88]",[],7,1,2,0
196,10,5,"[3, 25, 99, 13, 81, 6, 89, 30, 21, 90]","[25, 99, 13, 81, 6, 89, 30, 21, 90]",[3],0.7424587667900747,0.08990474789555553,2.0,0,0,"[3, 25, 99, 13, 81, 6, 89, 30, 21, 90]",[],"[3, 25, 99, 13, 81, 6, 89, 30, 21, 90]",[],"[25, 99, 13, 81, 6, 89, 30, 21, 90]",[3],[],[],2,0.5185550451278687,"{""0"": 1.5011801719665527, ""1"": -1.0}",0,0,"[3, 25, 99, 81, 6, 89, 30, 21, 90]",[13],"[3, 25, 99, 81, 6, 89, 30, 21, 90]",[13],"[25, 99, 81, 6, 89, 30, 21, 90]",[3],[13],[],"[3, 25, 99, 81, 6, 89, 30, 21, 90]",[13],"[25, 99, 81, 6, 89, 30, 21, 90]",[3],[13],[],8,1,1,0
197,10,5,"[1, 16, 75, 59, 52, 61, 8, 21, 47, 40]","[16, 75, 59, 52, 61, 8, 21, 47, 40]",[1],0.7324331313529235,0.07611273375104682,2.0,0,0,"[16, 75, 59, 52, 61, 8, 21]","[1, 47, 40]","[16, 75, 59, 52, 61, 8, 21]","[1, 47, 40]","[16, 75, 59, 52, 61, 8, 21]",[],"[47, 40]",[1],2,0.36521998047828674,"{""0"": 1.7551896572113037, ""1"": -1.0}",0,0,"[16, 75, 52, 61, 8, 21]","[1, 59, 47, 40]","[16, 75, 52, 61, 8, 21]","[1, 59, 47, 40]","[16, 75, 52, 61, 8, 21]",[],"[59, 47, 40]",[1],"[16, 75, 52, 61, 8, 21]","[1, 59, 47, 40]","[16, 75, 52, 61, 8, 21]",[],"[59, 47, 40]",[1],6,0,3,1
198,10,5,"[3, 13, 53, 66, 33, 38, 36, 49, 76, 54]","[13, 53, 66, 33, 38, 36, 49, 76, 54]",[3],0.724470634182756,0.1243858193459707,2.0,0,0,"[3, 13, 53, 66, 33, 38, 36, 76]","[49, 54]","[3, 13, 53, 66, 33, 38, 36, 76]","[49, 54]","[13, 53, 66, 33, 38, 36, 76]",[3],"[49, 54]",[],2,0.44091713428497314,"{""0"": 3.364889621734619, ""1"": -1.0}",0,0,"[3, 53, 66, 33, 38, 36, 76]","[13, 49, 54]","[3, 53, 66, 33, 38, 36, 76]","[13, 49, 54]","[53, 66, 33, 38, 36, 76]",[3],"[13, 49, 54]",[],"[3, 53, 66, 33, 38, 36, 76]","[13, 49, 54]","[53, 66, 33, 38, 36, 76]",[3],"[13, 49, 54]",[],6,1,3,0
199,10,5,"[2, 47, 98, 83, 65, 78, 24, 33, 88, 40]","[47, 98, 83, 65, 78, 24, 33, 88, 40]",[2],0.7389047195150845,0.1569632810010671,2.0,0,0,"[2, 47, 98, 83, 65, 78, 24, 33, 40]",[88],"[2, 47, 98, 83, 65, 78, 24, 33, 40]",[88],"[47, 98, 83, 65, 78, 24, 33, 40]",[2],[88],[],2,0.6105162501335144,"{""0"": 5.268836975097656, ""1"": -1.0}",0,0,"[2, 98, 83, 65, 78, 24, 33, 40]","[47, 88]","[2, 98, 83, 65, 78, 24, 33, 40]","[47, 88]","[98, 83, 65, 78, 24, 33, 40]",[2],"[47, 88]",[],"[2, 98, 83, 65, 78, 24, 33, 40]","[47, 88]","[98, 83, 65, 78, 24, 33, 40]",[2],"[47, 88]",[],7,1,2,0
200,10,5,"[0, 86, 70, 30, 24, 66, 99, 9, 12, 31]","[86, 70, 30, 24, 66, 99, 9, 12, 31]",[0],0.7525258370246759,0.08526489879900906,2.0,0,0,"[86, 70, 30, 24, 66, 99, 9, 12, 31]",[0],"[86, 70, 30, 24, 66, 99, 9, 12, 31]",[0],"[86, 70, 30, 24, 66, 99, 9, 12, 31]",[],[],[0],2,0.6206836104393005,"{""0"": 4.0275468826293945, ""1"": -1.0}",0,0,"[86, 70, 24, 66, 99, 9, 12, 31]","[0, 30]","[86, 70, 24, 66, 99, 9, 12, 31]","[0, 30]","[86, 70, 24, 66, 99, 9, 12, 31]",[],[30],[0],"[86, 70, 24, 66, 99, 9, 12, 31]","[0, 30]","[86, 70, 24, 66, 99, 9, 12, 31]",[],[30],[0],8,0,1,1
201,10,5,"[3, 81, 17, 35, 96, 88, 36, 99, 64, 92]","[81, 17, 35, 96, 88, 36, 99, 64, 92]",[3],0.7365649332179158,0.0923549679659364,2.0,0,0,"[3, 81, 17, 35, 96, 36, 99, 64]","[88, 92]","[3, 81, 17, 35, 96, 36, 99, 64]","[88, 92]","[81, 17, 35, 96, 36, 99, 64]",[3],"[88, 92]",[],2,0.6336693167686462,"{""0"": 4.068429470062256, ""1"": -1.0}",0,0,"[3, 81, 17, 35, 36, 99, 64]","[96, 88, 92]","[3, 81, 17, 35, 36, 99, 64]","[96, 88, 92]","[81, 17, 35, 36, 99, 64]",[3],"[96, 88, 92]",[],"[3, 81, 17, 35, 36, 99, 64]","[96, 88, 92]","[81, 17, 35, 36, 99, 64]",[3],"[96, 88, 92]",[],6,1,3,0
202,10,5,"[4, 91, 21, 75, 59, 96, 92, 42, 74, 12]","[91, 21, 75, 59, 96, 92, 42, 74, 12]",[4],0.740027756871468,0.07720447832659566,2.0,0,0,"[4, 91, 21, 75, 92, 42, 74, 12]","[59, 96]","[4, 91, 21, 75, 92, 42, 74, 12]","[59, 96]","[91, 21, 75, 92, 42, 74, 12]",[4],"[59, 96]",[],2,0.7604784965515137,"{""0"": 1.9483277797698975, ""1"": 4.898290157318115}",1,0,"[4, 91, 21, 92, 74, 12]","[75, 59, 96, 42]","[4, 91, 21, 92, 74, 12]","[75, 59, 96, 42]","[91, 21, 92, 74, 12]",[4],"[75, 59, 96, 42]",[],"[4, 91, 21, 92, 74, 12]","[75, 59, 96, 42]","[91, 21, 92, 74, 12]",[4],"[75, 59, 96, 42]",[],5,1,4,0
203,10,5,"[2, 39, 68, 74, 40, 3, 0, 85, 50, 44]","[39, 68, 74, 40, 85, 50, 44]","[2, 3, 0]",0.6593158625964319,0.1551294181554338,2.0,0,0,"[2, 39, 68, 74, 40, 3, 85, 50, 44]",[0],"[2, 39, 68, 74, 40, 3, 85, 50, 44]",[0],"[39, 68, 74, 40, 85, 50, 44]","[2, 3]",[],[0],2,0.6008989810943604,"{""0"": 5.5951619148254395, ""1"": -1.0}",0,0,"[2, 39, 68, 74, 40, 3, 85, 50]","[0, 44]","[2, 39, 68, 74, 40, 3, 85, 50]","[0, 44]","[39, 68, 74, 40, 85, 50]","[2, 3]",[44],[0],"[2, 39, 68, 74, 40, 3, 85, 50]","[0, 44]","[39, 68, 74, 40, 85, 50]","[2, 3]",[44],[0],6,2,1,1
204,10,5,"[4, 33, 52, 31, 75, 20, 83, 96, 38, 72]","[33, 52, 31, 75, 20, 83, 96, 38, 72]",[4],0.7115150962678828,0.14884401074045472,2.0,0,0,"[4, 33, 52, 75, 20, 83, 96, 38, 72]",[31],"[4, 33, 52, 75, 20, 83, 96, 38, 72]",[31],"[33, 52, 75, 20, 83, 96, 38, 72]",[4],[31],[],3,0.330614298582077,"{""0"": 2.219442844390869, ""1"": 3.256995439529419, ""2"": -1.0}",1,0,"[75, 83, 38, 72]","[4, 33, 52, 31, 20, 96]","[75, 83, 38, 72]","[4, 33, 52, 31, 20, 96]","[75, 83, 38, 72]",[],"[33, 52, 31, 20, 96]",[4],"[75, 83, 38, 72]","[4, 33, 52, 31, 20, 96]","[75, 83, 38, 72]",[],"[33, 52, 31, 20, 96]",[4],4,0,5,1
205,10,5,"[4, 64, 72, 2, 83, 62, 97, 32, 51, 86]","[64, 72, 83, 62, 97, 32, 51, 86]","[4, 2]",0.7139658986869017,0.12837950806257675,2.0,0,0,"[4, 64, 72, 2, 83, 62, 97, 32, 86]",[51],"[4, 64, 72, 2, 83, 62, 97, 32, 86]",[51],"[64, 72, 83, 62, 97, 32, 86]","[4, 2]",[51],[],4,0.25692129135131836,"{""0"": 1.104090929031372, ""1"": 2.7242889404296875, ""2"": -1.0, ""3"": 2.360250234603882}",1,0,"[4, 72, 83]","[64, 2, 62, 97, 32, 51, 86]","[4, 72, 83]","[64, 2, 62, 97, 32, 51, 86]","[72, 83]",[4],"[64, 62, 97, 32, 51, 86]",[2],"[4, 72, 83]","[64, 2, 62, 97, 32, 51, 86]","[72, 83]",[4],"[64, 62, 97, 32, 51, 86]",[2],2,1,6,1
206,10,5,"[3, 54, 33, 74, 61, 27, 58, 68, 6, 42]","[54, 33, 74, 61, 27, 58, 68, 6, 42]",[3],0.7109997014397764,0.12702770846123657,2.0,0,0,"[3, 33, 74, 61, 27, 58, 68, 6, 42]",[54],"[3, 33, 74, 61, 27, 58, 68, 6, 42]",[54],"[33, 74, 61, 27, 58, 68, 6, 42]",[3],[54],[],2,0.5318693518638611,"{""0"": 5.049975395202637, ""1"": -1.0}",0,0,"[3, 33, 74, 61, 27, 58, 68, 6]","[54, 42]","[3, 33, 74, 61, 27, 58, 68, 6]","[54, 42]","[33, 74, 61, 27, 58, 68, 6]",[3],"[54, 42]",[],"[3, 33, 74, 61, 27, 58, 68, 6]","[54, 42]","[33, 74, 61, 27, 58, 68, 6]",[3],"[54, 42]",[],7,1,2,0
207,10,5,"[1, 36, 19, 45, 15, 73, 13, 69, 59, 16]","[36, 19, 45, 15, 73, 13, 69, 59, 16]",[1],0.8471701680871833,0.06718971064908147,2.0,0,0,"[1, 36, 19, 45, 15, 13, 69, 59]","[73, 16]","[1, 36, 19, 45, 15, 13, 69, 59]","[73, 16]","[36, 19, 45, 15, 13, 69, 59]",[1],"[73, 16]",[],4,0.37840670347213745,"{""0"": 1.6396758556365967, ""1"": 2.5181031227111816, ""2"": -1.0, ""3"": 1.9752888679504395}",1,0,"[1, 19, 45]","[36, 15, 73, 13, 69, 59, 16]","[1, 19, 45]","[36, 15, 73, 13, 69, 59, 16]","[19, 45]",[1],"[36, 15, 73, 13, 69, 59, 16]",[],"[1, 19, 45]","[36, 15, 73, 13, 69, 59, 16]","[19, 45]",[1],"[36, 15, 73, 13, 69, 59, 16]",[],2,1,7,0
208,10,5,"[3, 17, 69, 74, 58, 40, 57, 56, 59, 55]","[17, 69, 74, 58, 40, 57, 56, 59, 55]",[3],0.8691136431430803,0.17661302577889548,2.0,0,0,"[3, 17, 69, 74, 58, 40, 57, 56, 59, 55]",[],"[3, 17, 69, 74, 58, 40, 57, 56, 59, 55]",[],"[17, 69, 74, 58, 40, 57, 56, 59, 55]",[3],[],[],2,0.3460383713245392,"{""0"": 2.108055353164673, ""1"": 2.9575228691101074}",1,0,"[69, 57, 59, 55]","[3, 17, 74, 58, 40, 56]","[69, 57, 59, 55]","[3, 17, 74, 58, 40, 56]","[69, 57, 59, 55]",[],"[17, 74, 58, 40, 56]",[3],"[69, 57, 59, 55]","[3, 17, 74, 58, 40, 56]","[69, 57, 59, 55]",[],"[17, 74, 58, 40, 56]",[3],4,0,5,1
209,10,5,"[3, 97, 8, 89, 79, 11, 76, 16, 77, 25]","[97, 8, 89, 79, 11, 76, 16, 77, 25]",[3],0.8349035538354923,0.06299579844256625,2.0,0,0,"[3, 97, 8, 89, 11, 76, 16, 77, 25]",[79],"[3, 97, 8, 89, 11, 76, 16, 77, 25]",[79],"[97, 8, 89, 11, 76, 16, 77, 25]",[3],[79],[],2,0.4602358043193817,"{""0"": 0.9111756682395935, ""1"": -1.0}",0,0,"[3, 97, 8, 89, 76, 16, 77, 25]","[79, 11]","[3, 97, 8, 89, 76, 16, 77, 25]","[79, 11]","[97, 8, 89, 76, 16, 77, 25]",[3],"[79, 11]",[],"[3, 97, 8, 89, 76, 16, 77, 25]","[79, 11]","[97, 8, 89, 76, 16, 77, 25]",[3],"[79, 11]",[],7,1,2,0
210,10,5,"[2, 21, 49, 33, 17, 44, 74, 85, 84, 79]","[21, 49, 33, 17, 44, 74, 85, 84, 79]",[2],0.7502425504238535,0.17839709406799392,2.0,0,0,"[2, 21, 49, 33, 17, 44, 74, 85, 84, 79]",[],"[2, 21, 49, 33, 17, 44, 74, 85, 84, 79]",[],"[21, 49, 33, 17, 44, 74, 85, 84, 79]",[2],[],[],4,0.45057177543640137,"{""0"": 3.660402774810791, ""1"": 1.932821273803711, ""2"": -1.0, ""3"": -1.0}",0,0,"[21, 49, 33, 44, 74, 79]","[2, 17, 85, 84]","[21, 49, 33, 44, 74, 79]","[2, 17, 85, 84]","[21, 49, 33, 44, 74, 79]",[],"[17, 85, 84]",[2],"[21, 49, 33, 44, 74, 79]","[2, 17, 85, 84]","[21, 49, 33, 44, 74, 79]",[],"[17, 85, 84]",[2],6,0,3,1
211,10,5,"[1, 15, 58, 56, 75, 64, 2, 68, 46, 54]","[15, 58, 56, 75, 64, 68, 46, 54]","[1, 2]",0.6180824168741899,0.0747951681541199,2.0,0,0,"[1, 15, 58, 56, 75, 64, 2, 68]","[46, 54]","[1, 15, 58, 56, 75, 64, 2, 68]","[46, 54]","[15, 58, 56, 75, 64, 68]","[1, 2]","[46, 54]",[],2,0.5371641516685486,"{""0"": 5.100942611694336, ""1"": -1.0}",0,0,"[1, 15, 58, 56, 75, 64, 68]","[2, 46, 54]","[1, 15, 58, 56, 75, 64, 68]","[2, 46, 54]","[15, 58, 56, 75, 64, 68]",[1],"[46, 54]",[2],"[1, 15, 58, 56, 75, 64, 68]","[2, 46, 54]","[15, 58, 56, 75, 64, 68]",[1],"[46, 54]",[2],6,1,2,1
212,10,5,"[3, 41, 74, 15, 4, 81, 48, 84, 56, 94]","[41, 74, 15, 81, 48, 84, 56, 94]","[3, 4]",0.7829889151932106,0.14690628561960134,2.0,0,0,"[3, 41, 74, 15, 4, 81, 48, 84, 56, 94]",[],"[3, 41, 74, 15, 4, 81, 48, 84, 56, 94]",[],"[41, 74, 15, 81, 48, 84, 56, 94]","[3, 4]",[],[],2,0.6518076658248901,"{""0"": 2.3179736137390137, ""1"": -1.0}",0,0,"[3, 41, 74, 15, 4, 81, 84, 56, 94]",[48],"[3, 41, 74, 15, 4, 81, 84, 56, 94]",[48],"[41, 74, 15, 81, 84, 56, 94]","[3, 4]",[48],[],"[3, 41, 74, 15, 4, 81, 84, 56, 94]",[48],"[41, 74, 15, 81, 84, 56, 94]","[3, 4]",[48],[],7,2,1,0
213,10,5,"[1, 94, 76, 84, 86, 54, 63, 6, 85, 39]","[94, 76, 84, 86, 54, 63, 6, 85, 39]",[1],0.6216275614724015,0.04055808879841061,2.0,0,0,"[1, 94, 76, 84, 86, 63, 6, 85, 39]",[54],"[1, 94, 76, 84, 86, 63, 6, 85, 39]",[54],"[94, 76, 84, 86, 63, 6, 85, 39]",[1],[54],[],2,0.492235392332077,"{""0"": 4.42762565612793, ""1"": -1.0}",0,0,"[1, 94, 76, 84, 86, 63, 6, 39]","[54, 85]","[1, 94, 76, 84, 86, 63, 6, 39]","[54, 85]","[94, 76, 84, 86, 63, 6, 39]",[1],"[54, 85]",[],"[1, 94, 76, 84, 86, 63, 6, 39]","[54, 85]","[94, 76, 84, 86, 63, 6, 39]",[1],"[54, 85]",[],7,1,2,0
214,10,5,"[2, 58, 62, 15, 35, 5, 46, 60, 8, 18]","[58, 62, 15, 35, 5, 46, 60, 8, 18]",[2],0.6858784757750729,0.07066267352210753,2.0,0,0,"[2, 58, 62, 15, 35, 5, 46, 8, 18]",[60],"[2, 58, 62, 15, 35, 5, 46, 8, 18]",[60],"[58, 62, 15, 35, 5, 46, 8, 18]",[2],[60],[],2,0.3726084530353546,"{""0"": 0.10606449842453003, ""1"": -1.0}",0,0,"[58, 62, 15, 35, 5, 46, 8, 18]","[2, 60]","[58, 62, 15, 35, 5, 46, 8, 18]","[2, 60]","[58, 62, 15, 35, 5, 46, 8, 18]",[],[60],[2],"[58, 62, 15, 35, 5, 46, 8, 18]","[2, 60]","[58, 62, 15, 35, 5, 46, 8, 18]",[],[60],[2],8,0,1,1
